,Product Family,Product Name,month-year,diff
0,Office Furniture,Cabinet,2017-10-01,56.0
1,Office Furniture,Cabinet,2017-11-01,112.0
2,Office Furniture,Cabinet,2017-12-01,144.0
3,Office Furniture,Cabinet,2018-01-01,228.0
4,Office Furniture,Cabinet,2018-02-01,248.0
5,Office Furniture,Cabinet,2018-03-01,264.0
6,Office Furniture,Cabinet,2018-04-01,316.0
7,Office Furniture,Cabinet,2018-05-01,920.0
8,Office Furniture,Cabinet,2018-06-01,980.0
9,Office Furniture,Cabinet,2018-07-01,1044.0
10,Office Furniture,Cabinet,2018-08-01,1084.0
11,Office Furniture,Cabinet,2018-09-01,1116.0
12,Office Furniture,Cabinet,2018-10-01,1128.0
13,Office Furniture,Cabinet,2018-11-01,1152.0
14,Office Furniture,Cabinet,2018-12-01,1176.0
15,Office Furniture,Cabinet,2019-01-01,1192.0
16,Office Furniture,Cabinet,2019-02-01,1192.0
17,Office Furniture,Cabinet,2019-03-01,1232.0
18,Office Furniture,Cabinet,2019-04-01,1280.0
19,Office Furniture,Cabinet,2019-05-01,1332.0
20,Office Furniture,Cabinet,2019-06-01,1376.0
21,Office Furniture,Cabinet,2019-07-01,1416.0
22,Office Furniture,Cabinet,2019-08-01,1460.0
23,Office Furniture,Chair,2017-10-01,303.0092592592593
24,Office Furniture,Chair,2017-11-01,545.4166666666667
25,Office Furniture,Chair,2017-12-01,623.3333333333335
26,Office Furniture,Chair,2018-01-01,683.9351851851853
27,Office Furniture,Chair,2018-02-01,675.2777777777779
28,Office Furniture,Chair,2018-03-01,580.0462962962963
29,Office Furniture,Chair,2018-04-01,432.8703703703703
30,Office Furniture,Chair,2018-05-01,1411.1574074074072
31,Office Furniture,Chair,2018-06-01,1566.9907407407402
32,Office Furniture,Chair,2018-07-01,1610.2777777777771
33,Office Furniture,Chair,2018-08-01,1644.9074074074067
34,Office Furniture,Chair,2018-09-01,1688.1944444444437
35,Office Furniture,Chair,2018-10-01,1662.2222222222215
36,Office Furniture,Chair,2018-11-01,1965.2314814814808
37,Office Furniture,Chair,2018-12-01,1982.5462962962956
38,Office Furniture,Chair,2019-01-01,1835.3703703703695
39,Office Furniture,Chair,2019-02-01,1818.0555555555547
40,Office Furniture,Chair,2019-03-01,1774.7685185185178
41,Office Furniture,Chair,2019-04-01,1627.592592592592
42,Office Furniture,Chair,2019-05-01,1809.3981481481474
43,Office Furniture,Chair,2019-06-01,1921.9444444444437
44,Office Furniture,Chair,2019-07-01,1714.166666666666
45,Office Furniture,Chair,2019-08-01,1757.453703703703
46,Office Furniture,Desk,2017-10-01,1300.0000000000023
47,Office Furniture,Desk,2017-11-01,2925.0000000000064
48,Office Furniture,Desk,2017-12-01,3055.000000000007
49,Office Furniture,Desk,2018-01-01,3726.666666666675
50,Office Furniture,Desk,2018-02-01,3791.666666666675
51,Office Furniture,Desk,2018-03-01,4181.666666666676
52,Office Furniture,Desk,2018-04-01,4961.666666666678
53,Office Furniture,Desk,2018-05-01,6175.000000000015
54,Office Furniture,Desk,2018-06-01,6868.33333333335
55,Office Furniture,Desk,2018-07-01,7908.333333333354
56,Office Furniture,Desk,2018-08-01,8926.66666666669
57,Office Furniture,Desk,2018-09-01,9685.000000000025
58,Office Furniture,Desk,2018-10-01,10226.666666666693
59,Office Furniture,Desk,2018-11-01,10876.666666666695
60,Office Furniture,Desk,2018-12-01,11613.333333333363
61,Office Furniture,Desk,2019-01-01,11765.000000000031
62,Office Furniture,Desk,2019-02-01,12090.000000000033
63,Office Furniture,Desk,2019-03-01,12350.000000000033
64,Office Furniture,Desk,2019-04-01,12913.333333333369
65,Office Furniture,Desk,2019-05-01,13520.000000000036
66,Office Furniture,Desk,2019-06-01,14430.000000000038
67,Office Furniture,Desk,2019-07-01,15036.666666666706
68,Office Furniture,Desk,2019-08-01,15470.00000000004
0,Living Room,Cabinet,2017-10-01,855.0
1,Living Room,Cabinet,2017-11-01,1732.5
2,Living Room,Cabinet,2017-12-01,2205.0
3,Living Room,Cabinet,2018-01-01,3015.0
4,Living Room,Cabinet,2018-02-01,3510.0
5,Living Room,Cabinet,2018-03-01,4162.5
6,Living Room,Cabinet,2018-04-01,4995.0
7,Living Room,Cabinet,2018-05-01,6052.5
8,Living Room,Cabinet,2018-06-01,7290.0
9,Living Room,Cabinet,2018-07-01,8595.0
10,Living Room,Cabinet,2018-08-01,9315.0
11,Living Room,Cabinet,2018-09-01,9990.0
12,Living Room,Cabinet,2018-10-01,10507.5
13,Living Room,Cabinet,2018-11-01,11160.0
14,Living Room,Cabinet,2018-12-01,11430.0
15,Living Room,Cabinet,2019-01-01,11857.5
16,Living Room,Cabinet,2019-02-01,12375.0
17,Living Room,Cabinet,2019-03-01,12420.0
18,Living Room,Cabinet,2019-04-01,12982.5
19,Living Room,Cabinet,2019-05-01,13815.0
20,Living Room,Cabinet,2019-06-01,14602.5
21,Living Room,Cabinet,2019-07-01,15232.5
22,Living Room,Cabinet,2019-08-01,15660.0
23,Living Room,Rug,2017-10-01,0.0
24,Living Room,Rug,2017-11-01,0.0
25,Living Room,Rug,2017-12-01,0.0
26,Living Room,Rug,2018-01-01,0.0
27,Living Room,Rug,2018-02-01,0.0
28,Living Room,Rug,2018-03-01,0.0
29,Living Room,Rug,2018-04-01,0.0
30,Living Room,Rug,2018-05-01,0.0
31,Living Room,Rug,2018-06-01,0.0
32,Living Room,Rug,2018-07-01,0.0
33,Living Room,Rug,2018-08-01,0.0
34,Living Room,Rug,2018-09-01,0.0
35,Living Room,Rug,2018-10-01,0.0
36,Living Room,Rug,2018-11-01,0.0
37,Living Room,Rug,2018-12-01,0.0
38,Living Room,Rug,2019-01-01,0.0
39,Living Room,Rug,2019-02-01,0.0
40,Living Room,Rug,2019-03-01,0.0
41,Living Room,Rug,2019-04-01,0.0
42,Living Room,Rug,2019-05-01,0.0
43,Living Room,Rug,2019-06-01,0.0
44,Living Room,Rug,2019-07-01,0.0
45,Living Room,Rug,2019-08-01,0.0
46,Living Room,Shelf,2017-10-01,717.6388888888881
47,Living Room,Shelf,2017-11-01,1443.935185185183
48,Living Room,Shelf,2017-12-01,1338.796296296294
49,Living Room,Shelf,2018-01-01,1889.444444444441
50,Living Room,Shelf,2018-02-01,1727.5925925925897
51,Living Room,Shelf,2018-03-01,1819.5833333333303
52,Living Room,Shelf,2018-04-01,2450.3703703703654
53,Living Room,Shelf,2018-05-01,3047.1759259259197
54,Living Room,Shelf,2018-06-01,3903.749999999991
55,Living Room,Shelf,2018-07-01,6353.935185185177
56,Living Room,Shelf,2018-08-01,7003.935185185176
57,Living Room,Shelf,2018-09-01,7516.759259259249
58,Living Room,Shelf,2018-10-01,8145.648148148137
59,Living Room,Shelf,2018-11-01,8558.796296296285
60,Living Room,Shelf,2018-12-01,8748.379629629617
61,Living Room,Shelf,2019-01-01,8908.148148148135
62,Living Room,Shelf,2019-02-01,9014.07407407406
63,Living Room,Shelf,2019-03-01,9105.277777777763
64,Living Room,Shelf,2019-04-01,9284.444444444429
65,Living Room,Shelf,2019-05-01,9547.129629629613
66,Living Room,Shelf,2019-06-01,10216.52777777776
67,Living Room,Shelf,2019-07-01,10574.398148148128
68,Living Room,Shelf,2019-08-01,10947.314814814792
69,Living Room,Small Chair,2017-10-01,988.125
70,Living Room,Small Chair,2017-11-01,2073.90625
71,Living Room,Small Chair,2017-12-01,2195.3125
72,Living Room,Small Chair,2018-01-01,2529.53125
73,Living Room,Small Chair,2018-02-01,3493.90625
74,Living Room,Small Chair,2018-03-01,4158.4375
75,Living Room,Small Chair,2018-04-01,4254.21875
76,Living Room,Small Chair,2018-05-01,4974.375
77,Living Room,Small Chair,2018-06-01,4947.8125
78,Living Room,Small Chair,2018-07-01,5260.78125
79,Living Room,Small Chair,2018-08-01,5823.28125
80,Living Room,Small Chair,2018-09-01,5903.59375
81,Living Room,Small Chair,2018-10-01,6282.8125
82,Living Room,Small Chair,2018-11-01,6713.28125
83,Living Room,Small Chair,2018-12-01,7067.8125
84,Living Room,Small Chair,2019-01-01,6874.375
85,Living Room,Small Chair,2019-02-01,6995.3125
86,Living Room,Small Chair,2019-03-01,6741.40625
87,Living Room,Small Chair,2019-04-01,6720.625
88,Living Room,Small Chair,2019-05-01,6715.3125
89,Living Room,Small Chair,2019-06-01,7039.84375
90,Living Room,Small Chair,2019-07-01,7068.90625
91,Living Room,Small Chair,2019-08-01,7027.8125
92,Living Room,Sofa,2017-10-01,6199.999999999998
93,Living Room,Sofa,2017-11-01,12666.666666666659
94,Living Room,Sofa,2017-12-01,13916.666666666657
95,Living Room,Sofa,2018-01-01,17899.999999999985
96,Living Room,Sofa,2018-02-01,19266.66666666665
97,Living Room,Sofa,2018-03-01,21949.999999999978
98,Living Room,Sofa,2018-04-01,25683.333333333307
99,Living Room,Sofa,2018-05-01,31783.333333333307
100,Living Room,Sofa,2018-06-01,36299.99999999997
101,Living Room,Sofa,2018-07-01,41916.666666666635
102,Living Room,Sofa,2018-08-01,45283.3333333333
103,Living Room,Sofa,2018-09-01,47599.99999999996
104,Living Room,Sofa,2018-10-01,49966.66666666663
105,Living Room,Sofa,2018-11-01,52649.999999999956
106,Living Room,Sofa,2018-12-01,55233.333333333285
107,Living Room,Sofa,2019-01-01,56483.333333333285
108,Living Room,Sofa,2019-02-01,57883.333333333285
109,Living Room,Sofa,2019-03-01,59366.66666666661
110,Living Room,Sofa,2019-04-01,61366.666666666606
111,Living Room,Sofa,2019-05-01,64249.999999999935
112,Living Room,Sofa,2019-06-01,68416.6666666666
113,Living Room,Sofa,2019-07-01,69566.6666666666
114,Living Room,Sofa,2019-08-01,70066.6666666666
115,Living Room,Table,2017-10-01,1178.666666666666
116,Living Room,Table,2017-11-01,2514.499999999999
117,Living Room,Table,2017-12-01,2510.666666666666
118,Living Room,Table,2018-01-01,2938.666666666666
119,Living Room,Table,2018-02-01,2794.0
120,Living Room,Table,2018-03-01,3088.166666666667
121,Living Room,Table,2018-04-01,3682.000000000001
122,Living Room,Table,2018-05-01,4839.0
