,Village_ID,Bridge Site,value,Bridge_Lon,Bridge_Lat,Center_point,Village_Lat,Village_Lon,Purpose of Travel for Summary
146,35110107,Rwamamara,2,29.62303,-1.83113,POINT (29.64968478108354 -1.795137156637177),-1.7951371566371765,29.649684781083536,Livelihood
147,35110301,Rwamamara,3,29.62303,-1.83113,POINT (29.66340961509308 -1.80654560633616),-1.8065456063361605,29.663409615093084,Other
148,35110501,Rwamamara,40,29.62303,-1.83113,POINT (29.59145108214598 -1.842188298405753),-1.8421882984057532,29.591451082145984,Worship
149,35110502,Rwamamara,5,29.62303,-1.83113,POINT (29.59521304554277 -1.850388020044561),-1.8503880200445606,29.59521304554277,Worship
150,35110503,Rwamamara,198,29.62303,-1.83113,POINT (29.62769999240184 -1.854587976304428),-1.8545879763044284,29.627699992401844,Livelihood
151,35110505,Rwamamara,33,29.62303,-1.83113,POINT (29.63368479957692 -1.828293930733505),-1.8282939307335047,29.633684799576923,Livelihood
152,35110506,Rwamamara,334,29.62303,-1.83113,POINT (29.62758486678872 -1.839492935856604),-1.8394929358566043,29.627584866788723,Worship
153,35120105,Rwamamara,1,29.62303,-1.83113,POINT (29.61779842833279 -2.040854032418381),-2.040854032418381,29.617798428332794,Other
154,35050604,Rwamamara,95,29.62303,-1.83113,POINT (29.61605475276952 -1.839250870183307),-1.8392508701833066,29.61605475276952,Livelihood
155,11030309,Rwamamara,9,29.62303,-1.83113,POINT (30.0197309789764 -1.951548474283884),-1.9515484742838844,30.019730978976405,Other
156,24030505,Rwimvubu,2,29.536444,-2.755667,POINT (29.65094156770463 -2.626520194537172),-2.626520194537172,29.650941567704628,Livelihood
157,23020201,Rwimvubu,6,29.536444,-2.755667,POINT (29.60032944407709 -2.733647831119839),-2.733647831119839,29.600329444077087,Other
158,23010503,Rwimvubu,256,29.536444,-2.755667,POINT (29.5280555698946 -2.754447304066901),-2.7544473040669013,29.528055569894605,Livelihood
159,24010103,Rwimvubu,1,29.536444,-2.755667,POINT (29.71613967618714 -2.639780118221505),-2.6397801182215055,29.716139676187144,Other
160,23120502,Rwimvubu,1,29.536444,-2.755667,POINT (29.45107614023294 -2.793514372063373),-2.7935143720633726,29.451076140232942,Other
161,23120104,Rwimvubu,4,29.536444,-2.755667,POINT (29.47866155242107 -2.758066058382973),-2.7580660583829735,29.47866155242107,Other
162,23110303,Rwimvubu,2,29.536444,-2.755667,POINT (29.62387042754783 -2.780569013172296),-2.780569013172296,29.62387042754783,Other
163,23010405,Rwimvubu,11,29.536444,-2.755667,POINT (29.52656140152733 -2.783757520906146),-2.783757520906146,29.526561401527328,Other
164,23020301,Rwimvubu,1,29.536444,-2.755667,POINT (29.61429819500723 -2.726093401645611),-2.726093401645611,29.614298195007226,Other
165,26070604,Rwimvubu,1,29.536444,-2.755667,POINT (29.67895179070695 -2.120628066843754),-2.1206280668437536,29.678951790706947,Other
166,23020403,Rwimvubu,1,29.536444,-2.755667,POINT (29.58617680589355 -2.762381097240458),-2.762381097240458,29.586176805893547,Livelihood
167,24030306,Rwimvubu,2,29.536444,-2.755667,POINT (29.64730571502607 -2.614613777499427),-2.614613777499427,29.647305715026068,Livelihood
168,23020502,Rwimvubu,4,29.536444,-2.755667,POINT (29.59864628630061 -2.763639209984798),-2.763639209984798,29.598646286300614,Livelihood
169,23020102,Rwimvubu,1,29.536444,-2.755667,POINT (29.58400147496691 -2.736606195463398),-2.7366061954633984,29.584001474966907,Other
170,21010412,Rwimvubu,2,29.536444,-2.755667,POINT (29.74723648320576 -2.356352882396137),-2.3563528823961373,29.747236483205757,Other
171,23030203,Rwimvubu,7,29.536444,-2.755667,POINT (29.56580144548129 -2.649519477719139),-2.6495194777191386,29.56580144548129,Other
172,23030501,Rwimvubu,12,29.536444,-2.755667,POINT (29.56512105969673 -2.689027542784891),-2.689027542784891,29.565121059696732,Livelihood
173,23030603,Rwimvubu,2,29.536444,-2.755667,POINT (29.54125793741629 -2.683860884466799),-2.6838608844667995,29.541257937416287,Worship
174,23060103,Rwimvubu,3,29.536444,-2.755667,POINT (29.50645180064121 -2.688148972496307),-2.688148972496307,29.506451800641212,Other
175,23070101,Rwimvubu,1,29.536444,-2.755667,POINT (29.55144549885654 -2.729779595433913),-2.7297795954339126,29.55144549885654,Worship
176,23070102,Rwimvubu,1,29.536444,-2.755667,POINT (29.54723106117046 -2.743341972490362),-2.7433419724903616,29.547231061170457,Other
177,23010502,Rwimvubu,5,29.536444,-2.755667,POINT (29.52242243575659 -2.769478425009194),-2.769478425009194,29.522422435756585,Other
178,23010506,Rwimvubu,6,29.536444,-2.755667,POINT (29.50737940414796 -2.750688706673894),-2.750688706673894,29.507379404147958,Other
179,23070104,Rwimvubu,37,29.536444,-2.755667,POINT (29.54177189819407 -2.731530221935126),-2.7315302219351256,29.54177189819407,Livelihood
180,23070105,Rwimvubu,250,29.536444,-2.755667,POINT (29.5400362503732 -2.749616021193367),-2.7496160211933667,29.540036250373202,Livelihood
181,23070202,Rwimvubu,106,29.536444,-2.755667,POINT (29.53714837118963 -2.712124857646545),-2.712124857646545,29.53714837118963,Other
182,23070306,Rwimvubu,1,29.536444,-2.755667,POINT (29.57972304728343 -2.701838274399178),-2.7018382743991785,29.579723047283434,Other
183,23070501,Rwimvubu,14,29.536444,-2.755667,POINT (29.55804220737885 -2.747462611393733),-2.747462611393733,29.558042207378847,Livelihood
184,23070504,Rwimvubu,1,29.536444,-2.755667,POINT (29.56978854154126 -2.742803035685988),-2.742803035685988,29.569788541541264,Other
185,23010101,Rwimvubu,5,29.536444,-2.755667,POINT (29.54766651162205 -2.811788913796058),-2.811788913796058,29.547666511622047,Other
186,23010203,Rwimvubu,3,29.536444,-2.755667,POINT (29.5092684080827 -2.806569648853864),-2.8065696488538636,29.509268408082697,Healthcare
187,23010204,Rwimvubu,40,29.536444,-2.755667,POINT (29.49798004149714 -2.792736280839374),-2.7927362808393736,29.497980041497136,Livelihood
188,23010505,Rwimvubu,2,29.536444,-2.755667,POINT (29.50041778761461 -2.77918128549514),-2.77918128549514,29.50041778761461,Livelihood
189,23010301,Rwimvubu,1,29.536444,-2.755667,POINT (29.55841199839301 -2.790364133624318),-2.7903641336243177,29.558411998393005,Livelihood
190,23010403,Rwimvubu,57,29.536444,-2.755667,POINT (29.51604625578673 -2.779333395985963),-2.7793333959859634,29.516046255786733,Other
191,24090103,Rwimvubu,3,29.536444,-2.755667,POINT (29.74705197936801 -2.598583784100765),-2.598583784100765,29.747051979368006,Other
192,23070103,Rwimvubu,9,29.536444,-2.755667,POINT (29.53434376916098 -2.731176384738792),-2.7311763847387915,29.534343769160976,Other
193,23010504,Rwimvubu,73,29.536444,-2.755667,POINT (29.51544724131544 -2.761789864533953),-2.7617898645339527,29.515447241315435,Livelihood
